Plant,Material ID,Period,Cost
PLANT-04,MAT-2004,2026-03,195.4
PLANT-04,MAT-2004,2026-04,199.67
PLANT-04,MAT-2004,2026-05,197.18
PLANT-04,MAT-2004,2026-06,203.43
PLANT-04,MAT-2004,2026-07,198.93
PLANT-04,MAT-2004,2026-08,207.23
PLANT-04,MAT-2004,2026-09,200.65
PLANT-04,MAT-2004,2026-10,211.05
PLANT-04,MAT-2004,2026-11,202.34
PLANT-04,MAT-2004,2026-12,208.78
PLANT-04,MAT-3098,2026-01,128.74
PLANT-04,MAT-3098,2026-02,130.75
PLANT-04,MAT-3098,2026-03,130.87
PLANT-04,MAT-3098,2026-04,134.16
PLANT-04,MAT-3098,2026-05,132.97
PLANT-04,MAT-3098,2026-06,137.6
PLANT-04,MAT-3098,2026-07,135.04
PLANT-04,MAT-3098,2026-08,141.07
PLANT-04,MAT-3098,2026-09,137.08
PLANT-04,MAT-3098,2026-10,144.56
PLANT-04,MAT-3098,2026-11,139.1
PLANT-04,MAT-3098,2026-12,143.92
PLANT-04,MAT-4120,2026-01,248.57
PLANT-04,MAT-4120,2026-02,251.17
PLANT-04,MAT-4120,2026-03,250.1
PLANT-04,MAT-4120,2026-04,255.19
PLANT-04,MAT-4120,2026-05,251.6
PLANT-04,MAT-4120,2026-06,259.23
PLANT-04,MAT-4120,2026-07,253.07
PLANT-04,MAT-4120,2026-08,263.29
PLANT-04,MAT-4120,2026-09,254.52
PLANT-04,MAT-4120,2026-10,267.39
PLANT-04,MAT-4120,2026-11,255.94
PLANT-04,MAT-4120,2026-12,263.75
PLANT-04,MAT-5185,2026-01,78.14
PLANT-04,MAT-5185,2026-02,79.89
PLANT-04,MAT-5185,2026-03,80.52
PLANT-04,MAT-5185,2026-04,83.05
PLANT-04,MAT-5185,2026-05,82.87
PLANT-04,MAT-5185,2026-06,86.24
PLANT-04,MAT-5185,2026-07,85.2
PLANT-04,MAT-5185,2026-08,89.46
PLANT-04,MAT-5185,2026-09,87.5
PLANT-04,MAT-5185,2026-10,92.7
PLANT-04,MAT-5185,2026-11,89.77
PLANT-04,MAT-5185,2026-12,93.32
PLANT-05,MAT-1001,2026-01,170.83
PLANT-05,MAT-1001,2026-02,173.05
PLANT-05,MAT-1001,2026-03,172.75
PLANT-05,MAT-1001,2026-04,176.67
PLANT-05,MAT-1001,2026-05,174.64
PLANT-05,MAT-1001,2026-06,180.32
PLANT-05,MAT-1001,2026-07,176.5
PLANT-05,MAT-1001,2026-08,184.0
PLANT-05,MAT-1001,2026-09,178.33
PLANT-05,MAT-1001,2026-10,187.71
PLANT-05,MAT-1001,2026-11,180.14
PLANT-05,MAT-1001,2026-12,186.01
PLANT-05,MAT-2004,2026-01,198.89
PLANT-05,MAT-2004,2026-02,201.25
PLANT-05,MAT-2004,2026-03,200.67
PLANT-05,MAT-2004,2026-04,205.01
PLANT-05,MAT-2004,2026-05,202.42
PLANT-05,MAT-2004,2026-06,208.8
PLANT-05,MAT-2004,2026-07,204.14
PLANT-05,MAT-2004,2026-08,212.62
PLANT-05,MAT-2004,2026-09,205.83
PLANT-05,MAT-2004,2026-10,216.47
PLANT-05,MAT-2004,2026-11,207.5
PLANT-05,MAT-2004,2026-12,214.07
PLANT-05,MAT-3098,2026-01,134.03
PLANT-05,MAT-3098,2026-02,136.06
PLANT-05,MAT-3098,2026-03,136.13
PLANT-05,MAT-3098,2026-04,139.5
PLANT-05,MAT-3098,2026-05,138.2
PLANT-05,MAT-3098,2026-06,142.97
PLANT-05,MAT-3098,2026-07,140.25
PLANT-05,MAT-3098,2026-08,146.46
PLANT-05,MAT-3098,2026-09,142.27
PLANT-05,MAT-3098,2026-10,149.99
PLANT-05,MAT-3098,2026-11,144.26
PLANT-05,MAT-3098,2026-12,149.21
PLANT-05,MAT-4120,2026-01,253.86
PLANT-05,MAT-4120,2026-02,256.49
PLANT-05,MAT-4120,2026-03,255.36
PLANT-05,MAT-4120,2026-04,260.53
PLANT-05,MAT-4120,2026-05,256.84
PLANT-05,MAT-4120,2026-06,264.6
PLANT-05,MAT-4120,2026-07,258.28
PLANT-05,MAT-4120,2026-08,268.69
PLANT-05,MAT-4120,2026-09,259.7
PLANT-05,MAT-4120,2026-10,272.81
PLANT-05,MAT-4120,2026-11,261.09
PLANT-05,MAT-4120,2026-12,269.04
PLANT-05,MAT-5185,2026-01,83.43
PLANT-05,MAT-5185,2026-02,85.21
PLANT-05,MAT-5185,2026-03,85.78
PLANT-05,MAT-5185,2026-04,88.4
PLANT-05,MAT-5185,2026-05,88.11
PLANT-05,MAT-5185,2026-06,91.61
PLANT-05,MAT-5185,2026-07,90.41
PLANT-05,MAT-5185,2026-08,94.85
PLANT-05,MAT-5185,2026-09,92.68
PLANT-05,MAT-5185,2026-10,98.12
PLANT-05,MAT-5185,2026-11,94.92
PLANT-05,MAT-5185,2026-12,98.61
PLANT-06,MAT-1001,2026-01,176.12
PLANT-06,MAT-1001,2026-02,178.36
PLANT-06,MAT-1001,2026-03,178.01
PLANT-06,MAT-1001,2026-04,182.01
PLANT-06,MAT-1001,2026-05,179.87
PLANT-06,MAT-1001,2026-06,185.69
PLANT-06,MAT-1001,2026-07,181.71
PLANT-06,MAT-1001,2026-08,189.4
PLANT-06,MAT-1001,2026-09,183.52
PLANT-06,MAT-1001,2026-10,193.13
PLANT-06,MAT-1001,2026-11,185.3
PLANT-06,MAT-1001,2026-12,191.3
PLANT-06,MAT-2004,2026-01,204.18
PLANT-06,MAT-2004,2026-02,206.56
PLANT-06,MAT-2004,2026-03,205.93
PLANT-06,MAT-2004,2026-04,210.35
PLANT-06,MAT-2004,2026-05,207.65
PLANT-06,MAT-2004,2026-06,214.17
PLANT-06,MAT-2004,2026-07,209.35
PLANT-06,MAT-2004,2026-08,218.02
PLANT-06,MAT-2004,2026-09,211.02
PLANT-06,MAT-2004,2026-10,221.89
PLANT-06,MAT-2004,2026-11,212.66
PLANT-06,MAT-2004,2026-12,219.36
PLANT-06,MAT-3098,2026-01,139.32
PLANT-06,MAT-3098,2026-02,141.38
PLANT-06,MAT-3098,2026-03,141.39
PLANT-06,MAT-3098,2026-04,144.84
PLANT-06,MAT-3098,2026-05,143.44
PLANT-06,MAT-3098,2026-06,148.34
PLANT-06,MAT-3098,2026-07,145.46
PLANT-06,MAT-3098,2026-08,151.86
PLANT-06,MAT-3098,2026-09,147.45
PLANT-06,MAT-3098,2026-10,155.41
PLANT-06,MAT-3098,2026-11,149.42
PLANT-06,MAT-3098,2026-12,154.5
PLANT-06,MAT-4120,2026-01,259.15
PLANT-06,MAT-4120,2026-02,261.81
PLANT-06,MAT-4120,2026-03,260.63
PLANT-06,MAT-4120,2026-04,265.87
PLANT-06,MAT-4120,2026-05,262.07
PLANT-06,MAT-4120,2026-06,269.97
PLANT-06,MAT-4120,2026-07,263.49
PLANT-06,MAT-4120,2026-08,274.09
PLANT-06,MAT-4120,2026-09,264.89
PLANT-06,MAT-4120,2026-10,278.23
PLANT-06,MAT-4120,2026-11,266.25
PLANT-06,MAT-4120,2026-12,274.33
PLANT-06,MAT-5185,2026-01,88.72
PLANT-06,MAT-5185,2026-02,90.53
PLANT-06,MAT-5185,2026-03,91.05
PLANT-06,MAT-5185,2026-04,93.74
PLANT-06,MAT-5185,2026-05,93.35
PLANT-06,MAT-5185,2026-06,96.98
PLANT-06,MAT-5185,2026-07,95.62
PLANT-06,MAT-5185,2026-08,100.25
PLANT-06,MAT-5185,2026-09,97.86
PLANT-06,MAT-5185,2026-10,103.54
PLANT-06,MAT-5185,2026-11,100.08
PLANT-06,MAT-5185,2026-12,103.9
