Plant,Material ID,Period,Cost
PLANT-01,MAT-5185,2026-10,75.75
PLANT-01,MAT-5185,2026-11,77.25
PLANT-01,MAT-5185,2026-12,78.75
PLANT-02,MAT-1001,2026-01,163.00
PLANT-02,MAT-1001,2026-02,164.50
PLANT-02,MAT-1001,2026-03,166.00
PLANT-02,MAT-1001,2026-04,167.50
PLANT-02,MAT-1001,2026-05,169.00
PLANT-02,MAT-1001,2026-06,170.50
PLANT-02,MAT-1001,2026-07,172.00
PLANT-02,MAT-1001,2026-08,173.50
PLANT-02,MAT-1001,2026-09,175.00
PLANT-02,MAT-1001,2026-10,176.50
PLANT-02,MAT-1001,2026-11,178.00
PLANT-02,MAT-1001,2026-12,179.50
PLANT-02,MAT-2004,2026-01,193.50
PLANT-02,MAT-2004,2026-02,195.00
PLANT-02,MAT-2004,2026-03,196.50
PLANT-02,MAT-2004,2026-04,198.00
PLANT-02,MAT-2004,2026-05,199.50
PLANT-02,MAT-2004,2026-06,201.00
PLANT-02,MAT-2004,2026-07,202.50
PLANT-02,MAT-2004,2026-08,204.00
PLANT-02,MAT-2004,2026-09,205.50
PLANT-02,MAT-2004,2026-10,207.00
PLANT-02,MAT-2004,2026-11,208.50
PLANT-02,MAT-2004,2026-12,210.00
PLANT-02,MAT-3098,2026-01,123.00
PLANT-02,MAT-3098,2026-02,124.50
PLANT-02,MAT-3098,2026-03,126.00
PLANT-02,MAT-3098,2026-04,127.50
PLANT-02,MAT-3098,2026-05,129.00
PLANT-02,MAT-3098,2026-06,130.50
PLANT-02,MAT-3098,2026-07,132.00
PLANT-02,MAT-3098,2026-08,133.50
PLANT-02,MAT-3098,2026-09,135.00
PLANT-02,MAT-3098,2026-10,136.50
PLANT-02,MAT-3098,2026-11,138.00
PLANT-02,MAT-3098,2026-12,139.50
PLANT-02,MAT-4120,2026-01,253.25
PLANT-02,MAT-4120,2026-02,254.75
PLANT-02,MAT-4120,2026-03,256.25
PLANT-02,MAT-4120,2026-04,257.75
PLANT-02,MAT-4120,2026-05,259.25
PLANT-02,MAT-4120,2026-06,260.75
PLANT-02,MAT-4120,2026-07,262.25
PLANT-02,MAT-4120,2026-08,263.75
PLANT-02,MAT-4120,2026-09,265.25
PLANT-02,MAT-4120,2026-10,266.75
PLANT-02,MAT-4120,2026-11,268.25
PLANT-02,MAT-4120,2026-12,269.75
PLANT-02,MAT-5185,2026-01,68.00
PLANT-02,MAT-5185,2026-02,69.50
PLANT-02,MAT-5185,2026-03,71.00
PLANT-02,MAT-5185,2026-04,72.50
PLANT-02,MAT-5185,2026-05,74.00
PLANT-02,MAT-5185,2026-06,75.50
PLANT-02,MAT-5185,2026-07,77.00
PLANT-02,MAT-5185,2026-08,78.50
PLANT-02,MAT-5185,2026-09,80.00
PLANT-02,MAT-5185,2026-10,81.50
PLANT-02,MAT-5185,2026-11,83.00
PLANT-02,MAT-5185,2026-12,84.50
PLANT-03,MAT-1001,2026-01,168.75
PLANT-03,MAT-1001,2026-02,170.25
PLANT-03,MAT-1001,2026-03,171.75
PLANT-03,MAT-1001,2026-04,173.25
PLANT-03,MAT-1001,2026-05,174.75
PLANT-03,MAT-1001,2026-06,176.25
PLANT-03,MAT-1001,2026-07,177.75
PLANT-03,MAT-1001,2026-08,179.25
PLANT-03,MAT-1001,2026-09,180.75
PLANT-03,MAT-1001,2026-10,182.25
PLANT-03,MAT-1001,2026-11,183.75
PLANT-03,MAT-1001,2026-12,185.25
PLANT-03,MAT-2004,2026-01,199.25
PLANT-03,MAT-2004,2026-02,200.75
PLANT-03,MAT-2004,2026-03,202.25
PLANT-03,MAT-2004,2026-04,203.75
PLANT-03,MAT-2004,2026-05,205.25
PLANT-03,MAT-2004,2026-06,206.75
PLANT-03,MAT-2004,2026-07,208.25
PLANT-03,MAT-2004,2026-08,209.75
PLANT-03,MAT-2004,2026-09,211.25
PLANT-03,MAT-2004,2026-10,212.75
PLANT-03,MAT-2004,2026-11,214.25
PLANT-03,MAT-2004,2026-12,215.75
PLANT-03,MAT-3098,2026-01,128.75
PLANT-03,MAT-3098,2026-02,130.25
PLANT-03,MAT-3098,2026-03,131.75
PLANT-03,MAT-3098,2026-04,133.25
PLANT-03,MAT-3098,2026-05,134.75
PLANT-03,MAT-3098,2026-06,136.25
PLANT-03,MAT-3098,2026-07,137.75
PLANT-03,MAT-3098,2026-08,139.25
PLANT-03,MAT-3098,2026-09,140.75
PLANT-03,MAT-3098,2026-10,142.25
PLANT-03,MAT-3098,2026-11,143.75
PLANT-03,MAT-3098,2026-12,145.25
PLANT-03,MAT-4120,2026-01,259.00
PLANT-03,MAT-4120,2026-02,260.50
PLANT-03,MAT-4120,2026-03,262.00
PLANT-03,MAT-4120,2026-04,263.50
PLANT-03,MAT-4120,2026-05,265.00
PLANT-03,MAT-4120,2026-06,266.50
PLANT-03,MAT-4120,2026-07,268.00
PLANT-03,MAT-4120,2026-08,269.50
PLANT-03,MAT-4120,2026-09,271.00
PLANT-03,MAT-4120,2026-10,272.50
PLANT-03,MAT-4120,2026-11,274.00
PLANT-03,MAT-4120,2026-12,275.50
PLANT-03,MAT-5185,2026-01,73.75
PLANT-03,MAT-5185,2026-02,75.25
PLANT-03,MAT-5185,2026-03,76.75
PLANT-03,MAT-5185,2026-04,78.25
PLANT-03,MAT-5185,2026-05,79.75
PLANT-03,MAT-5185,2026-06,81.25
PLANT-03,MAT-5185,2026-07,82.75
PLANT-03,MAT-5185,2026-08,84.25
PLANT-03,MAT-5185,2026-09,85.75
PLANT-03,MAT-5185,2026-10,87.25
PLANT-03,MAT-5185,2026-11,88.75
PLANT-03,MAT-5185,2026-12,90.25
PLANT-04,MAT-1001,2026-01,174.50
PLANT-04,MAT-1001,2026-02,176.00
PLANT-04,MAT-1001,2026-03,177.50
PLANT-04,MAT-1001,2026-04,179.00
PLANT-04,MAT-1001,2026-05,180.50
PLANT-04,MAT-1001,2026-06,182.00
PLANT-04,MAT-1001,2026-07,183.50
PLANT-04,MAT-1001,2026-08,185.00
PLANT-04,MAT-1001,2026-09,186.50
PLANT-04,MAT-1001,2026-10,188.00
PLANT-04,MAT-1001,2026-11,189.50
PLANT-04,MAT-1001,2026-12,191.00
PLANT-04,MAT-2004,2026-01,205.00
PLANT-04,MAT-2004,2026-02,206.50
PLANT-04,MAT-2004,2026-03,208.00
PLANT-04,MAT-2004,2026-04,209.50
PLANT-04,MAT-2004,2026-05,211.00
PLANT-04,MAT-2004,2026-06,212.50
PLANT-04,MAT-2004,2026-07,214.00
PLANT-04,MAT-2004,2026-08,215.50
PLANT-04,MAT-2004,2026-09,217.00
PLANT-04,MAT-2004,2026-10,218.50
PLANT-04,MAT-2004,2026-11,220.00
PLANT-04,MAT-2004,2026-12,221.50
PLANT-04,MAT-3098,2026-01,134.50
PLANT-04,MAT-3098,2026-02,136.00
PLANT-04,MAT-3098,2026-03,137.50
PLANT-04,MAT-3098,2026-04,139.00
PLANT-04,MAT-3098,2026-05,140.50
PLANT-04,MAT-3098,2026-06,142.00
PLANT-04,MAT-3098,2026-07,143.50
PLANT-04,MAT-3098,2026-08,145.00
PLANT-04,MAT-3098,2026-09,146.50
PLANT-04,MAT-3098,2026-10,148.00
PLANT-04,MAT-3098,2026-11,149.50
PLANT-04,MAT-3098,2026-12,151.00
PLANT-04,MAT-4120,2026-01,264.75
PLANT-04,MAT-4120,2026-02,266.25
PLANT-04,MAT-4120,2026-03,267.75
PLANT-04,MAT-4120,2026-04,269.25
PLANT-04,MAT-4120,2026-05,270.75
PLANT-04,MAT-4120,2026-06,272.25
PLANT-04,MAT-4120,2026-07,273.75
PLANT-04,MAT-4120,2026-08,275.25
PLANT-04,MAT-4120,2026-09,276.75
PLANT-04,MAT-4120,2026-10,278.25
PLANT-04,MAT-4120,2026-11,279.75
PLANT-04,MAT-4120,2026-12,281.25
PLANT-04,MAT-5185,2026-01,79.50
PLANT-04,MAT-5185,2026-02,81.00
PLANT-04,MAT-5185,2026-03,82.50
PLANT-04,MAT-5185,2026-04,84.00
PLANT-04,MAT-5185,2026-05,85.50
PLANT-04,MAT-5185,2026-06,87.00
PLANT-04,MAT-5185,2026-07,88.50
PLANT-04,MAT-5185,2026-08,90.00
PLANT-04,MAT-5185,2026-09,91.50
PLANT-04,MAT-5185,2026-10,93.00
PLANT-04,MAT-5185,2026-11,94.50
PLANT-04,MAT-5185,2026-12,96.00
PLANT-05,MAT-1001,2026-01,180.25
PLANT-05,MAT-1001,2026-02,181.75
PLANT-05,MAT-1001,2026-03,183.25
PLANT-05,MAT-1001,2026-04,184.75
PLANT-05,MAT-1001,2026-05,186.25
PLANT-05,MAT-1001,2026-06,187.75
PLANT-05,MAT-1001,2026-07,189.25
PLANT-05,MAT-1001,2026-08,190.75
PLANT-05,MAT-1001,2026-09,192.25
PLANT-05,MAT-1001,2026-10,193.75
PLANT-05,MAT-1001,2026-11,195.25
PLANT-05,MAT-1001,2026-12,196.75
PLANT-05,MAT-2004,2026-01,210.75
PLANT-05,MAT-2004,2026-02,212.25
PLANT-05,MAT-2004,2026-03,213.75
PLANT-05,MAT-2004,2026-04,215.25
PLANT-05,MAT-2004,2026-05,216.75
PLANT-05,MAT-2004,2026-06,218.25
PLANT-05,MAT-2004,2026-07,219.75
PLANT-05,MAT-2004,2026-08,221.25
PLANT-05,MAT-2004,2026-09,222.75
PLANT-05,MAT-2004,2026-10,224.25
PLANT-05,MAT-2004,2026-11,225.75
PLANT-05,MAT-2004,2026-12,227.25
PLANT-05,MAT-3098,2026-01,140.25
PLANT-05,MAT-3098,2026-02,141.75
PLANT-05,MAT-3098,2026-03,143.25
PLANT-05,MAT-3098,2026-04,144.75
PLANT-05,MAT-3098,2026-05,146.25
PLANT-05,MAT-3098,2026-06,147.75
PLANT-05,MAT-3098,2026-07,149.25
PLANT-05,MAT-3098,2026-08,150.75
PLANT-05,MAT-3098,2026-09,152.25
PLANT-05,MAT-3098,2026-10,153.75
PLANT-05,MAT-3098,2026-11,155.25
PLANT-05,MAT-3098,2026-12,156.75
PLANT-05,MAT-4120,2026-01,270.50
PLANT-05,MAT-4120,2026-02,272.00
PLANT-05,MAT-4120,2026-03,273.50
PLANT-05,MAT-4120,2026-04,275.00
PLANT-05,MAT-4120,2026-05,276.50
PLANT-05,MAT-4120,2026-06,278.00
PLANT-05,MAT-4120,2026-07,279.50
PLANT-05,MAT-4120,2026-08,281.00
PLANT-05,MAT-4120,2026-09,282.50
PLANT-05,MAT-4120,2026-10,284.00
PLANT-05,MAT-4120,2026-11,285.50
PLANT-05,MAT-4120,2026-12,287.00
PLANT-05,MAT-5185,2026-01,85.25
PLANT-05,MAT-5185,2026-02,86.75
PLANT-05,MAT-5185,2026-03,88.25
PLANT-05,MAT-5185,2026-04,89.75
PLANT-05,MAT-5185,2026-05,91.25
PLANT-05,MAT-5185,2026-06,92.75
PLANT-05,MAT-5185,2026-07,94.25
PLANT-05,MAT-5185,2026-08,95.75
PLANT-05,MAT-5185,2026-09,97.25
PLANT-05,MAT-5185,2026-10,98.75
PLANT-05,MAT-5185,2026-11,100.25
PLANT-05,MAT-5185,2026-12,101.75
PLANT-06,MAT-1001,2026-01,186.00
PLANT-06,MAT-1001,2026-02,187.50
PLANT-06,MAT-1001,2026-03,189.00
PLANT-06,MAT-1001,2026-04,190.50
PLANT-06,MAT-1001,2026-05,192.00
PLANT-06,MAT-1001,2026-06,193.50
PLANT-06,MAT-1001,2026-07,195.00
PLANT-06,MAT-1001,2026-08,196.50
PLANT-06,MAT-1001,2026-09,198.00
PLANT-06,MAT-1001,2026-10,199.50
PLANT-06,MAT-1001,2026-11,201.00
PLANT-06,MAT-1001,2026-12,202.50
PLANT-06,MAT-2004,2026-01,216.50
PLANT-06,MAT-2004,2026-02,218.00
PLANT-06,MAT-2004,2026-03,219.50
PLANT-06,MAT-2004,2026-04,221.00
PLANT-06,MAT-2004,2026-05,222.50
PLANT-06,MAT-2004,2026-06,224.00
PLANT-06,MAT-2004,2026-07,225.50
PLANT-06,MAT-2004,2026-08,227.00
PLANT-06,MAT-2004,2026-09,228.50
PLANT-06,MAT-2004,2026-10,230.00
PLANT-06,MAT-2004,2026-11,231.50
PLANT-06,MAT-2004,2026-12,233.00
PLANT-06,MAT-3098,2026-01,146.00
PLANT-06,MAT-3098,2026-02,147.50
PLANT-06,MAT-3098,2026-03,149.00
PLANT-06,MAT-3098,2026-04,150.50
PLANT-06,MAT-3098,2026-05,152.00
PLANT-06,MAT-3098,2026-06,153.50
PLANT-06,MAT-3098,2026-07,155.00
PLANT-06,MAT-3098,2026-08,156.50
PLANT-06,MAT-3098,2026-09,158.00
PLANT-06,MAT-3098,2026-10,159.50
PLANT-06,MAT-3098,2026-11,161.00
PLANT-06,MAT-3098,2026-12,162.50
PLANT-06,MAT-4120,2026-01,276.25
PLANT-06,MAT-4120,2026-02,277.75
PLANT-06,MAT-4120,2026-03,279.25
PLANT-06,MAT-4120,2026-04,280.75
PLANT-06,MAT-4120,2026-05,282.25
PLANT-06,MAT-4120,2026-06,283.75
PLANT-06,MAT-4120,2026-07,285.25
PLANT-06,MAT-4120,2026-08,286.75
PLANT-06,MAT-4120,2026-09,288.25
PLANT-06,MAT-4120,2026-10,289.75
PLANT-06,MAT-4120,2026-11,291.25
PLANT-06,MAT-4120,2026-12,292.75
PLANT-06,MAT-5185,2026-01,91.00
PLANT-06,MAT-5185,2026-02,92.50
PLANT-06,MAT-5185,2026-03,94.00
PLANT-06,MAT-5185,2026-04,95.50
PLANT-06,MAT-5185,2026-05,97.00
PLANT-06,MAT-5185,2026-06,98.50
PLANT-06,MAT-5185,2026-07,100.00
PLANT-06,MAT-5185,2026-08,101.50
PLANT-06,MAT-5185,2026-09,103.00
PLANT-06,MAT-5185,2026-10,104.50
PLANT-06,MAT-5185,2026-11,106.00
PLANT-06,MAT-5185,2026-12,107.50
